context,question,answer_start,answer_text,language
"मलेशिया: यह कार्यक्रम 21 अप्रैल को राजधानी शहर कुआलालंपुर में आयोजित किया गया था। 16.5 किमी लंबी-रिले ऐतिहासिक इंडिपेंडेंस स्क्वायर से शुरू हुई, जो कई शहर के स्थलों के सामने से गुजरती हुई प्रतिष्ठित पेट्रोनास ट्विन टावर्स पर समाप्त हुई। संसद भवन, राष्ट्रीय मस्जिद, केएल टॉवर और मर्डेका स्टेडियम के बगल में ओलंपिक लौ पारित होने वाले स्थलों में से थे। मलेशियाई पुलिस स्पेशल एक्शन स्क्वॉड के 1000 कर्मियों की एक टीम ने इस आयोजन की रक्षा की और मशाल उठाने वालों को बचा लिया। पिछली बार जब ओलंपिक मशाल रिले मलेशिया में आयोजित किया गया था, वह 1964 टोक्यो संस्करण था।",मशाल मलेशिया की यात्रा कब हुई?,18,21 अप्रैल,hindi
"मलेशिया: यह कार्यक्रम 21 अप्रैल को राजधानी शहर कुआलालंपुर में आयोजित किया गया था। 16.5 किमी लंबी-रिले ऐतिहासिक इंडिपेंडेंस स्क्वायर से शुरू हुई, जो कई शहर के स्थलों के सामने से गुजरती हुई प्रतिष्ठित पेट्रोनास ट्विन टावर्स पर समाप्त हुई। संसद भवन, राष्ट्रीय मस्जिद, केएल टॉवर और मर्डेका स्टेडियम के बगल में ओलंपिक लौ पारित होने वाले स्थलों में से थे। मलेशियाई पुलिस स्पेशल एक्शन स्क्वॉड के 1000 कर्मियों की एक टीम ने इस आयोजन की रक्षा की और मशाल उठाने वालों को बचा लिया। पिछली बार जब ओलंपिक मशाल रिले मलेशिया में आयोजित किया गया था, वह 1964 टोक्यो संस्करण था।",मलेशिया में मार्ग कहां से शुरू हुआ?,147,स्वतंत्रता वर्ग,hindi
"मलेशिया: यह कार्यक्रम 21 अप्रैल को राजधानी शहर कुआलालंपुर में आयोजित किया गया था। 16.5 किमी लंबी-रिले ऐतिहासिक इंडिपेंडेंस स्क्वायर से शुरू हुई, जो कई शहर के स्थलों के सामने से गुजरती हुई प्रतिष्ठित पेट्रोनास ट्विन टावर्स पर समाप्त हुई। संसद भवन, राष्ट्रीय मस्जिद, केएल टॉवर और मर्डेका स्टेडियम के बगल में ओलंपिक लौ पारित होने वाले स्थलों में से थे। मलेशियाई पुलिस स्पेशल एक्शन स्क्वॉड के 1000 कर्मियों की एक टीम ने इस आयोजन की रक्षा की और मशाल उठाने वालों को बचा लिया। पिछली बार जब ओलंपिक मशाल रिले मलेशिया में आयोजित किया गया था, वह 1964 टोक्यो संस्करण था।",मलेशिया में रिले की शुरुआत का स्थान क्या है?,147,स्वतंत्रता वर्ग,hindi
"मलेशिया: यह कार्यक्रम 21 अप्रैल को राजधानी शहर कुआलालंपुर में आयोजित किया गया था। 16.5 किमी लंबी-रिले ऐतिहासिक इंडिपेंडेंस स्क्वायर से शुरू हुई, जो कई शहर के स्थलों के सामने से गुजरती हुई प्रतिष्ठित पेट्रोनास ट्विन टावर्स पर समाप्त हुई। संसद भवन, राष्ट्रीय मस्जिद, केएल टॉवर और मर्डेका स्टेडियम के बगल में ओलंपिक लौ पारित होने वाले स्थलों में से थे। मलेशियाई पुलिस स्पेशल एक्शन स्क्वॉड के 1000 कर्मियों की एक टीम ने इस आयोजन की रक्षा की और मशाल उठाने वालों को बचा लिया। पिछली बार जब ओलंपिक मशाल रिले मलेशिया में आयोजित किया गया था, वह 1964 टोक्यो संस्करण था।",मलेशिया में रिले का अंत कहां हुआ?,91,पेट्रोनास ट्विन टावर,hindi
"मलेशिया: यह कार्यक्रम 21 अप्रैल को राजधानी शहर कुआलालंपुर में आयोजित किया गया था। 16.5 किमी लंबी-रिले ऐतिहासिक इंडिपेंडेंस स्क्वायर से शुरू हुई, जो कई शहर के स्थलों के सामने से गुजरती हुई प्रतिष्ठित पेट्रोनास ट्विन टावर्स पर समाप्त हुई। संसद भवन, राष्ट्रीय मस्जिद, केएल टॉवर और मर्डेका स्टेडियम के बगल में ओलंपिक लौ पारित होने वाले स्थलों में से थे। मलेशियाई पुलिस स्पेशल एक्शन स्क्वॉड के 1000 कर्मियों की एक टीम ने इस आयोजन की रक्षा की और मशाल उठाने वालों को बचा लिया। पिछली बार जब ओलंपिक मशाल रिले मलेशिया में आयोजित किया गया था, वह 1964 टोक्यो संस्करण था।",कितने विशेष पुलिस ने रिले इवेंट की रक्षा की?,378,1000,hindi
"फालुन गोंग के रिले समर्थकों के कुछ दिन पहले मलेशियाई राजधानी में चीनी दूतावास के सामने प्रदर्शन किया। रिले के दिन विशेष पुलिस इकाई के 1,000 से अधिक कर्मियों को तैनात किया जाएगा। मलेशियाई नागरिकता के साथ एक जापानी परिवार और उनके 5 वर्षीय बच्चे जिन्होंने तिब्बती झंडा को उजागर किया था, चीनी नागरिकों के एक समूह द्वारा प्लास्टिक वायु से भरे हुए बैटन के साथ और स्वतंत्रता वर्ग में टकराव के दौरान चीनी नागरिकों की भीड़ से चुरा लिया गया था जहां रिलेशुरू हुआ, और चीनी समूह चिल्लाया: ""ताइवान और तिब्बत चीन से संबंधित हैं। ""बाद में दिन के दौरान, चीनी स्वयंसेवकों ने मजबूती से दो अन्य मलेशियाई लोगों से रिले पर विरोध प्रदर्शन किया। विरोधी मलेशियाई में से एक सिर में मारा गया था।",चीनी समूह ने क्या किया?,477,ताइवान और तिब्बत चीन से संबंधित हैं,hindi
"इंडोनेशिया: ओलंपिक लौ 22 अप्रैल को जकार्ता पहुंची। चीनी दूतावास के अनुरोध पर जकार्ता के माध्यम से मूल 20 किमी रिले को ""सुरक्षा चिंताएं"" के कारण रद्द कर दिया गया था, और मशाल को इसके बजाय शहर के मुख्य स्टेडियम के चारों ओर ले जाया गया था, जैसा कि यह इस्लामाबाद में था। स्टेडियम के पास कई दर्जन प्रो-तिब्बत प्रदर्शनकारियों ने इकट्ठा किया, और पुलिस द्वारा फैलाया गया। यह कार्यक्रम शहर के मुख्य स्टेडियम के आसपास की सड़कों पर आयोजित किया गया था। शहर के माध्यम से रिले को रद्द करने से सुरक्षा चिंताओं और चीनी दूतावास के अनुरोध पर निर्णय लिया गया था। केवल आमंत्रित और पत्रकारों को स्टेडियम के अंदर भर्ती कराया गया था। विरोध प्रदर्शन स्टेडियम के बाहर हुआ।",ओलंपिक मशाल ने जकार्ता की यात्रा कब की?,22,22 अप्रैल,hindi
"इंडोनेशिया: ओलंपिक लौ 22 अप्रैल को जकार्ता पहुंची। चीनी दूतावास के अनुरोध पर जकार्ता के माध्यम से मूल 20 किमी रिले को ""सुरक्षा चिंताएं"" के कारण रद्द कर दिया गया था, और मशाल को इसके बजाय शहर के मुख्य स्टेडियम के चारों ओर ले जाया गया था, जैसा कि यह इस्लामाबाद में था। स्टेडियम के पास कई दर्जन प्रो-तिब्बत प्रदर्शनकारियों ने इकट्ठा किया, और पुलिस द्वारा फैलाया गया। यह कार्यक्रम शहर के मुख्य स्टेडियम के आसपास की सड़कों पर आयोजित किया गया था। शहर के माध्यम से रिले को रद्द करने से सुरक्षा चिंताओं और चीनी दूतावास के अनुरोध पर निर्णय लिया गया था। केवल आमंत्रित और पत्रकारों को स्टेडियम के अंदर भर्ती कराया गया था। विरोध प्रदर्शन स्टेडियम के बाहर हुआ।",किसने अनुरोध किया कि मूल मार्ग रद्द हो जाएगा?,51,चीनी दूतावास,hindi
"इंडोनेशिया: ओलंपिक लौ 22 अप्रैल को जकार्ता पहुंची। चीनी दूतावास के अनुरोध पर जकार्ता के माध्यम से मूल 20 किमी रिले को ""सुरक्षा चिंताएं"" के कारण रद्द कर दिया गया था, और मशाल को इसके बजाय शहर के मुख्य स्टेडियम के चारों ओर ले जाया गया था, जैसा कि यह इस्लामाबाद में था। स्टेडियम के पास कई दर्जन प्रो-तिब्बत प्रदर्शनकारियों ने इकट्ठा किया, और पुलिस द्वारा फैलाया गया। यह कार्यक्रम शहर के मुख्य स्टेडियम के आसपास की सड़कों पर आयोजित किया गया था। शहर के माध्यम से रिले को रद्द करने से सुरक्षा चिंताओं और चीनी दूतावास के अनुरोध पर निर्णय लिया गया था। केवल आमंत्रित और पत्रकारों को स्टेडियम के अंदर भर्ती कराया गया था। विरोध प्रदर्शन स्टेडियम के बाहर हुआ।","आमंत्रित लोगों के साथ, जो स्टेडियम में केवल अन्य लोगों की अनुमति थीं?",560,पत्रकारों,hindi
"इंडोनेशिया: ओलंपिक लौ 22 अप्रैल को जकार्ता पहुंची। चीनी दूतावास के अनुरोध पर जकार्ता के माध्यम से मूल 20 किमी रिले को ""सुरक्षा चिंताएं"" के कारण रद्द कर दिया गया था, और मशाल को इसके बजाय शहर के मुख्य स्टेडियम के चारों ओर ले जाया गया था, जैसा कि यह इस्लामाबाद में था। स्टेडियम के पास कई दर्जन प्रो-तिब्बत प्रदर्शनकारियों ने इकट्ठा किया, और पुलिस द्वारा फैलाया गया। यह कार्यक्रम शहर के मुख्य स्टेडियम के आसपास की सड़कों पर आयोजित किया गया था। शहर के माध्यम से रिले को रद्द करने से सुरक्षा चिंताओं और चीनी दूतावास के अनुरोध पर निर्णय लिया गया था। केवल आमंत्रित और पत्रकारों को स्टेडियम के अंदर भर्ती कराया गया था। विरोध प्रदर्शन स्टेडियम के बाहर हुआ।",इंडोनेशिया में मशाल रिले कहाँ से शुरू हुआ?,35,जकार्ता,hindi
"इंडोनेशिया: ओलंपिक लौ 22 अप्रैल को जकार्ता पहुंची। चीनी दूतावास के अनुरोध पर जकार्ता के माध्यम से मूल 20 किमी रिले को ""सुरक्षा चिंताएं"" के कारण रद्द कर दिया गया था, और मशाल को इसके बजाय शहर के मुख्य स्टेडियम के चारों ओर ले जाया गया था, जैसा कि यह इस्लामाबाद में था। स्टेडियम के पास कई दर्जन प्रो-तिब्बत प्रदर्शनकारियों ने इकट्ठा किया, और पुलिस द्वारा फैलाया गया। यह कार्यक्रम शहर के मुख्य स्टेडियम के आसपास की सड़कों पर आयोजित किया गया था। शहर के माध्यम से रिले को रद्द करने से सुरक्षा चिंताओं और चीनी दूतावास के अनुरोध पर निर्णय लिया गया था। केवल आमंत्रित और पत्रकारों को स्टेडियम के अंदर भर्ती कराया गया था। विरोध प्रदर्शन स्टेडियम के बाहर हुआ।",पहला मार्ग क्यों नहीं लिया गया था?,119,सुरक्षा चिंता,hindi
"इंडोनेशिया: ओलंपिक लौ 22 अप्रैल को जकार्ता पहुंची। चीनी दूतावास के अनुरोध पर जकार्ता के माध्यम से मूल 20 किमी रिले को ""सुरक्षा चिंताएं"" के कारण रद्द कर दिया गया था, और मशाल को इसके बजाय शहर के मुख्य स्टेडियम के चारों ओर ले जाया गया था, जैसा कि यह इस्लामाबाद में था। स्टेडियम के पास कई दर्जन प्रो-तिब्बत प्रदर्शनकारियों ने इकट्ठा किया, और पुलिस द्वारा फैलाया गया। यह कार्यक्रम शहर के मुख्य स्टेडियम के आसपास की सड़कों पर आयोजित किया गया था। शहर के माध्यम से रिले को रद्द करने से सुरक्षा चिंताओं और चीनी दूतावास के अनुरोध पर निर्णय लिया गया था। केवल आमंत्रित और पत्रकारों को स्टेडियम के अंदर भर्ती कराया गया था। विरोध प्रदर्शन स्टेडियम के बाहर हुआ।",टॉर्च के बजाय किस प्रकार की सुविधा थी?,389,स्टेडियम,hindi
"इंडोनेशिया: ओलंपिक लौ 22 अप्रैल को जकार्ता पहुंची। चीनी दूतावास के अनुरोध पर जकार्ता के माध्यम से मूल 20 किमी रिले को ""सुरक्षा चिंताएं"" के कारण रद्द कर दिया गया था, और मशाल को इसके बजाय शहर के मुख्य स्टेडियम के चारों ओर ले जाया गया था, जैसा कि यह इस्लामाबाद में था। स्टेडियम के पास कई दर्जन प्रो-तिब्बत प्रदर्शनकारियों ने इकट्ठा किया, और पुलिस द्वारा फैलाया गया। यह कार्यक्रम शहर के मुख्य स्टेडियम के आसपास की सड़कों पर आयोजित किया गया था। शहर के माध्यम से रिले को रद्द करने से सुरक्षा चिंताओं और चीनी दूतावास के अनुरोध पर निर्णय लिया गया था। केवल आमंत्रित और पत्रकारों को स्टेडियम के अंदर भर्ती कराया गया था। विरोध प्रदर्शन स्टेडियम के बाहर हुआ।",विरोध प्रदर्शन कहां से हुआ जब कोई भी मेहमानों को छोड़कर और स्टेडियम के अंदर प्रेस की अनुमति नहीं दी गई?,625,स्टेडियम के बाहर,hindi
"ऑस्ट्रेलिया: यह आयोजन 24 अप्रैल को ऑस्ट्रेलियाई राजधानी क्षेत्र कैनबरा में आयोजित किया गया था, और लगभग 16 किमी कैनबरा के केंद्रीय क्षेत्रों में शामिल किया गया था, सामंजस्य स्थान से राष्ट्रमंडल पार्क तक। कैनबरा में अपने आगमन पर, ओलंपिक लौ चीनी अधिकारियों ने नगुनवाल लोगों के स्थानीय आदिवासी वृद्ध एग्नेस शीया को प्रस्तुत किया था। बदले में, उन्हें शांति और स्वागत के उपहार के रूप में उन्हें एक संदेश छड़ी की पेशकश की। सैकड़ों समर्थक तिब्बत प्रदर्शनकारियों और हजारों चीनी छात्रों ने भाग लिया। ऑस्ट्रेलियाई संघीय पुलिस द्वारा प्रदर्शनकारियों और जवाबी प्रदर्शनकारियों को अलग रखा गया था। इस कार्यक्रम के लिए तैयारी चीनी ज्वाला परिचरों की भूमिका पर असहमति से अलग हो गई थी, ऑस्ट्रेलियाई और चीनी अधिकारियों ने एक प्रेस कॉन्फ्रेंस के दौरान अपने कार्य और विशेषाधिकारों पर सार्वजनिक रूप से बहस कर रहे थे।",कैनबरा में मशाल कब आया?,22,24 अप्रैल,hindi
"ऑस्ट्रेलिया: यह आयोजन 24 अप्रैल को ऑस्ट्रेलियाई राजधानी क्षेत्र कैनबरा में आयोजित किया गया था, और लगभग 16 किमी कैनबरा के केंद्रीय क्षेत्रों में शामिल किया गया था, सामंजस्य स्थान से राष्ट्रमंडल पार्क तक। कैनबरा में अपने आगमन पर, ओलंपिक लौ चीनी अधिकारियों ने नगुनवाल लोगों के स्थानीय आदिवासी वृद्ध एग्नेस शीया को प्रस्तुत किया था। बदले में, उन्हें शांति और स्वागत के उपहार के रूप में उन्हें एक संदेश छड़ी की पेशकश की। सैकड़ों समर्थक तिब्बत प्रदर्शनकारियों और हजारों चीनी छात्रों ने भाग लिया। ऑस्ट्रेलियाई संघीय पुलिस द्वारा प्रदर्शनकारियों और जवाबी प्रदर्शनकारियों को अलग रखा गया था। इस कार्यक्रम के लिए तैयारी चीनी ज्वाला परिचरों की भूमिका पर असहमति से अलग हो गई थी, ऑस्ट्रेलियाई और चीनी अधिकारियों ने एक प्रेस कॉन्फ्रेंस के दौरान अपने कार्य और विशेषाधिकारों पर सार्वजनिक रूप से बहस कर रहे थे।",कैनबरा में चीनी अधिकारियों से लौ किसने प्राप्त की?,296,एग्नेस शीया,hindi
"ऑस्ट्रेलिया: यह आयोजन 24 अप्रैल को ऑस्ट्रेलियाई राजधानी क्षेत्र कैनबरा में आयोजित किया गया था, और लगभग 16 किमी कैनबरा के केंद्रीय क्षेत्रों में शामिल किया गया था, सामंजस्य स्थान से राष्ट्रमंडल पार्क तक। कैनबरा में अपने आगमन पर, ओलंपिक लौ चीनी अधिकारियों ने नगुनवाल लोगों के स्थानीय आदिवासी वृद्ध एग्नेस शीया को प्रस्तुत किया था। बदले में, उन्हें शांति और स्वागत के उपहार के रूप में उन्हें एक संदेश छड़ी की पेशकश की। सैकड़ों समर्थक तिब्बत प्रदर्शनकारियों और हजारों चीनी छात्रों ने भाग लिया। ऑस्ट्रेलियाई संघीय पुलिस द्वारा प्रदर्शनकारियों और जवाबी प्रदर्शनकारियों को अलग रखा गया था। इस कार्यक्रम के लिए तैयारी चीनी ज्वाला परिचरों की भूमिका पर असहमति से अलग हो गई थी, ऑस्ट्रेलियाई और चीनी अधिकारियों ने एक प्रेस कॉन्फ्रेंस के दौरान अपने कार्य और विशेषाधिकारों पर सार्वजनिक रूप से बहस कर रहे थे।",एग्नेस शी ने बदले में चीनियों को क्या दिया?,389,एक संदेश छड़ी,hindi
"ऑस्ट्रेलिया: यह आयोजन 24 अप्रैल को ऑस्ट्रेलियाई राजधानी क्षेत्र कैनबरा में आयोजित किया गया था, और लगभग 16 किमी कैनबरा के केंद्रीय क्षेत्रों में शामिल किया गया था, सामंजस्य स्थान से राष्ट्रमंडल पार्क तक। कैनबरा में अपने आगमन पर, ओलंपिक लौ चीनी अधिकारियों ने नगुनवाल लोगों के स्थानीय आदिवासी वृद्ध एग्नेस शीया को प्रस्तुत किया था। बदले में, उन्हें शांति और स्वागत के उपहार के रूप में उन्हें एक संदेश छड़ी की पेशकश की। सैकड़ों समर्थक तिब्बत प्रदर्शनकारियों और हजारों चीनी छात्रों ने भाग लिया। ऑस्ट्रेलियाई संघीय पुलिस द्वारा प्रदर्शनकारियों और जवाबी प्रदर्शनकारियों को अलग रखा गया था। इस कार्यक्रम के लिए तैयारी चीनी ज्वाला परिचरों की भूमिका पर असहमति से अलग हो गई थी, ऑस्ट्रेलियाई और चीनी अधिकारियों ने एक प्रेस कॉन्फ्रेंस के दौरान अपने कार्य और विशेषाधिकारों पर सार्वजनिक रूप से बहस कर रहे थे।",ऑस्ट्रेलिया में रिले कहाँ था?,64,कैनबरा,hindi
"ऑस्ट्रेलिया: यह आयोजन 24 अप्रैल को ऑस्ट्रेलियाई राजधानी क्षेत्र कैनबरा में आयोजित किया गया था, और लगभग 16 किमी कैनबरा के केंद्रीय क्षेत्रों में शामिल किया गया था, सामंजस्य स्थान से राष्ट्रमंडल पार्क तक। कैनबरा में अपने आगमन पर, ओलंपिक लौ चीनी अधिकारियों ने नगुनवाल लोगों के स्थानीय आदिवासी वृद्ध एग्नेस शीया को प्रस्तुत किया था। बदले में, उन्हें शांति और स्वागत के उपहार के रूप में उन्हें एक संदेश छड़ी की पेशकश की। सैकड़ों समर्थक तिब्बत प्रदर्शनकारियों और हजारों चीनी छात्रों ने भाग लिया। ऑस्ट्रेलियाई संघीय पुलिस द्वारा प्रदर्शनकारियों और जवाबी प्रदर्शनकारियों को अलग रखा गया था। इस कार्यक्रम के लिए तैयारी चीनी ज्वाला परिचरों की भूमिका पर असहमति से अलग हो गई थी, ऑस्ट्रेलियाई और चीनी अधिकारियों ने एक प्रेस कॉन्फ्रेंस के दौरान अपने कार्य और विशेषाधिकारों पर सार्वजनिक रूप से बहस कर रहे थे।",जिन्होंने प्रदर्शनकारियों को अलग रखा?,490,ऑस्ट्रेलियाई संघीय पुलिस,hindi
"ऑस्ट्रेलिया: यह आयोजन 24 अप्रैल को ऑस्ट्रेलियाई राजधानी क्षेत्र कैनबरा में आयोजित किया गया था, और लगभग 16 किमी कैनबरा के केंद्रीय क्षेत्रों में शामिल किया गया था, सामंजस्य स्थान से राष्ट्रमंडल पार्क तक। कैनबरा में अपने आगमन पर, ओलंपिक लौ चीनी अधिकारियों ने नगुनवाल लोगों के स्थानीय आदिवासी वृद्ध एग्नेस शीया को प्रस्तुत किया था। बदले में, उन्हें शांति और स्वागत के उपहार के रूप में उन्हें एक संदेश छड़ी की पेशकश की। सैकड़ों समर्थक तिब्बत प्रदर्शनकारियों और हजारों चीनी छात्रों ने भाग लिया। ऑस्ट्रेलियाई संघीय पुलिस द्वारा प्रदर्शनकारियों और जवाबी प्रदर्शनकारियों को अलग रखा गया था। इस कार्यक्रम के लिए तैयारी चीनी ज्वाला परिचरों की भूमिका पर असहमति से अलग हो गई थी, ऑस्ट्रेलियाई और चीनी अधिकारियों ने एक प्रेस कॉन्फ्रेंस के दौरान अपने कार्य और विशेषाधिकारों पर सार्वजनिक रूप से बहस कर रहे थे।",आदिवासी वृद्धों का नाम क्या है जिसने चीनी अधिकारियों से मशाल प्राप्त किया?,296,एग्नेस शीया,hindi
"ओलंपिया में घटनाओं के बाद, रिपोर्टें थीं कि चीन ने कैनबरा में लौ की रक्षा के लिए रिले मार्ग के साथ लोगों के लिबरेशन आर्मी कर्मियों को तैनात करने की अनुमति मांगी है। ऑस्ट्रेलियाई अधिकारियों ने कहा कि इस तरह के एक अनुरोध, अगर इसे बनाया जाना था, तो मना कर दिया जाएगा। चीनी अधिकारियों ने इसे एक अफवाह ली। ऑस्ट्रेलियाई पुलिस को रिले दर्शकों को खोजने के लिए शक्तियां दी गई हैं, चीनी छात्रों द्वारा चीनी ऑस्ट्रेलियाई छात्रों के लिए कॉलर एसोसिएशन ""जातीय अपरिवर्तनीय घोटाले और विरोधी चीन अलगाववादियों के खिलाफ"" हमारे पवित्र मशाल की रक्षा ""के लिए"" जाओ। चीनी संगठनों की ऑस्ट्रेलियाई परिषद के अध्यक्ष टोनी गोह ने कहा है कि एसीसीओ मशाल रिले का समर्थन करने के लिए, बस द्वारा प्रो-बीजिंग प्रदर्शनकारियों के ""हजारों"" को ""हजारों"" ले जाएगा। एक चीनी ऑस्ट्रेलियाई छात्र के एक चीनी ऑस्ट्रेलियाई छात्र झांग रोंगन ने प्रेस को बताया कि चीनी राजनयिक समर्थक बीजिंग प्रदर्शनकारियों के लिए बसों, भोजन और आवास के संगठन के साथ सहायता कर रहे थे, और उन्हें ""ताकत के शांतिपूर्ण शो"" को व्यवस्थित करने में मदद कर रहे थे। विदेश मंत्री स्टीफन स्मिथ ने कहा कि चीनी अधिकारी समर्थकों से ""बारी-बारी और दृष्टिकोण डालने"" के लिए आग्रह कर रहे थे, लेकिन जब तक वे शांतिपूर्ण बने रहे, तब तक उन्हें कोई आपत्ति नहीं थी।",चीनी ऑस्ट्रेलियाई छात्रों को स्कम और अलगाववादियों के खिलाफ क्या बचाव करने के लिए कहा गया था?,508,पवित्र मशाल,hindi
"ओलंपिया में घटनाओं के बाद, रिपोर्टें थीं कि चीन ने कैनबरा में लौ की रक्षा के लिए रिले मार्ग के साथ लोगों के लिबरेशन आर्मी कर्मियों को तैनात करने की अनुमति मांगी है। ऑस्ट्रेलियाई अधिकारियों ने कहा कि इस तरह के एक अनुरोध, अगर इसे बनाया जाना था, तो मना कर दिया जाएगा। चीनी अधिकारियों ने इसे एक अफवाह ली। ऑस्ट्रेलियाई पुलिस को रिले दर्शकों को खोजने के लिए शक्तियां दी गई हैं, चीनी छात्रों द्वारा चीनी ऑस्ट्रेलियाई छात्रों के लिए कॉलर एसोसिएशन ""जातीय अपरिवर्तनीय घोटाले और विरोधी चीन अलगाववादियों के खिलाफ"" हमारे पवित्र मशाल की रक्षा ""के लिए"" जाओ। चीनी संगठनों की ऑस्ट्रेलियाई परिषद के अध्यक्ष टोनी गोह ने कहा है कि एसीसीओ मशाल रिले का समर्थन करने के लिए, बस द्वारा प्रो-बीजिंग प्रदर्शनकारियों के ""हजारों"" को ""हजारों"" ले जाएगा। एक चीनी ऑस्ट्रेलियाई छात्र के एक चीनी ऑस्ट्रेलियाई छात्र झांग रोंगन ने प्रेस को बताया कि चीनी राजनयिक समर्थक बीजिंग प्रदर्शनकारियों के लिए बसों, भोजन और आवास के संगठन के साथ सहायता कर रहे थे, और उन्हें ""ताकत के शांतिपूर्ण शो"" को व्यवस्थित करने में मदद कर रहे थे। विदेश मंत्री स्टीफन स्मिथ ने कहा कि चीनी अधिकारी समर्थकों से ""बारी-बारी और दृष्टिकोण डालने"" के लिए आग्रह कर रहे थे, लेकिन जब तक वे शांतिपूर्ण बने रहे, तब तक उन्हें कोई आपत्ति नहीं थी।",जो चीनी संगठनों की ऑस्ट्रेलियाई परिषद के अध्यक्ष थे?,589,टोनी गोह,hindi
"ओलंपिया में घटनाओं के बाद, रिपोर्टें थीं कि चीन ने कैनबरा में लौ की रक्षा के लिए रिले मार्ग के साथ लोगों के लिबरेशन आर्मी कर्मियों को तैनात करने की अनुमति मांगी है। ऑस्ट्रेलियाई अधिकारियों ने कहा कि इस तरह के एक अनुरोध, अगर इसे बनाया जाना था, तो मना कर दिया जाएगा। चीनी अधिकारियों ने इसे एक अफवाह ली। ऑस्ट्रेलियाई पुलिस को रिले दर्शकों को खोजने के लिए शक्तियां दी गई हैं, चीनी छात्रों द्वारा चीनी ऑस्ट्रेलियाई छात्रों के लिए कॉलर एसोसिएशन ""जातीय अपरिवर्तनीय घोटाले और विरोधी चीन अलगाववादियों के खिलाफ"" हमारे पवित्र मशाल की रक्षा ""के लिए"" जाओ। चीनी संगठनों की ऑस्ट्रेलियाई परिषद के अध्यक्ष टोनी गोह ने कहा है कि एसीसीओ मशाल रिले का समर्थन करने के लिए, बस द्वारा प्रो-बीजिंग प्रदर्शनकारियों के ""हजारों"" को ""हजारों"" ले जाएगा। एक चीनी ऑस्ट्रेलियाई छात्र के एक चीनी ऑस्ट्रेलियाई छात्र झांग रोंगन ने प्रेस को बताया कि चीनी राजनयिक समर्थक बीजिंग प्रदर्शनकारियों के लिए बसों, भोजन और आवास के संगठन के साथ सहायता कर रहे थे, और उन्हें ""ताकत के शांतिपूर्ण शो"" को व्यवस्थित करने में मदद कर रहे थे। विदेश मंत्री स्टीफन स्मिथ ने कहा कि चीनी अधिकारी समर्थकों से ""बारी-बारी और दृष्टिकोण डालने"" के लिए आग्रह कर रहे थे, लेकिन जब तक वे शांतिपूर्ण बने रहे, तब तक उन्हें कोई आपत्ति नहीं थी।",विदेश मंत्री कौन थे जिन्होंने कहा कि वह शांतिपूर्ण थे जब तक वे विरोध प्रदर्शन के साथ ठीक थे?,999,स्टीफन स्मिथ,hindi
